item_id,judge_provider,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,judge_model,fa,cc,lc,tf,mq,risk,judge_quality_composite,parse_success,retry_count,http_status,usage_prompt_tokens,usage_completion_tokens,system_fingerprint_or_backend_id,version,concept_key,source_item_id,material_no,question_code,visible_text_sha256
rb18_06a41a675601,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,4.8,True,0,200,881,112,,B,evolution_no_goal,reader_B_02,2,Q14,06a41a6756015352844d09343bec7398a7a4e630bfc5afae549dc9af984af3dc
rb18_06a41a675601,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,5,5,5,5,5,1,5.0,True,0,200,1127,293,,B,evolution_no_goal,reader_B_02,2,Q14,06a41a6756015352844d09343bec7398a7a4e630bfc5afae549dc9af984af3dc
rb18_06a41a675601,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,4,5,5,5,1,4.8,True,0,200,891,379,,B,evolution_no_goal,reader_B_02,2,Q14,06a41a6756015352844d09343bec7398a7a4e630bfc5afae549dc9af984af3dc
rb18_479be42075e3,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,4,5,5,5,1,4.8,True,0,200,1308,133,,C,evolution_no_goal,reader_C_02,2,Q14,479be42075e3821668e0731653e5211b34c78db32b5486711ec20df04afef4e4
rb18_479be42075e3,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,4,3,5,5,4,1,4.2,True,0,200,841,100,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,C,evolution_no_goal,reader_C_02,2,Q14,479be42075e3821668e0731653e5211b34c78db32b5486711ec20df04afef4e4
rb18_479be42075e3,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5,4,5,5,5,1,4.8,True,0,200,985,139,,C,evolution_no_goal,reader_C_02,2,Q14,479be42075e3821668e0731653e5211b34c78db32b5486711ec20df04afef4e4
rb18_479be42075e3,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5,5,5,5,5,1,5.0,True,0,200,944,130,gemini-3.1-pro-preview,C,evolution_no_goal,reader_C_02,2,Q14,479be42075e3821668e0731653e5211b34c78db32b5486711ec20df04afef4e4
rb18_479be42075e3,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5,5,5,5,5,1,5.0,True,0,200,902,1132,,C,evolution_no_goal,reader_C_02,2,Q14,479be42075e3821668e0731653e5211b34c78db32b5486711ec20df04afef4e4
rb18_479be42075e3,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,5,5,5,5,5,1,5.0,True,0,200,832,1072,fpv0_81006e3b,C,evolution_no_goal,reader_C_02,2,Q14,479be42075e3821668e0731653e5211b34c78db32b5486711ec20df04afef4e4
rb18_479be42075e3,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,5,5,5,5,1,5.0,True,0,200,893,111,,C,evolution_no_goal,reader_C_02,2,Q14,479be42075e3821668e0731653e5211b34c78db32b5486711ec20df04afef4e4
rb18_479be42075e3,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,5,4,5,5,5,1,4.8,True,0,200,1142,426,,C,evolution_no_goal,reader_C_02,2,Q14,479be42075e3821668e0731653e5211b34c78db32b5486711ec20df04afef4e4
rb18_479be42075e3,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,4,5,5,5,1,4.8,True,0,200,904,378,,C,evolution_no_goal,reader_C_02,2,Q14,479be42075e3821668e0731653e5211b34c78db32b5486711ec20df04afef4e4
rb18_bbbb5f43784f,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,5,3,2,3,3.2,True,0,200,1246,134,,A,geological_time,reader_A_03,3,Q15,bbbb5f43784f809c198b104ab9205311fb588b4df34fbc7cc1dbc87c9c90af1a
rb18_bbbb5f43784f,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,4,2,5,4,3,2,3.6,True,0,200,803,101,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,A,geological_time,reader_A_03,3,Q15,bbbb5f43784f809c198b104ab9205311fb588b4df34fbc7cc1dbc87c9c90af1a
rb18_bbbb5f43784f,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,4,2,5,3,3,2,3.4,True,0,200,934,137,,A,geological_time,reader_A_03,3,Q15,bbbb5f43784f809c198b104ab9205311fb588b4df34fbc7cc1dbc87c9c90af1a
rb18_bbbb5f43784f,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5,4,5,5,4,1,4.6,True,0,200,900,88,gemini-3.1-pro-preview,A,geological_time,reader_A_03,3,Q15,bbbb5f43784f809c198b104ab9205311fb588b4df34fbc7cc1dbc87c9c90af1a
rb18_bbbb5f43784f,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5,4,5,5,4,1,4.6,True,0,200,864,1278,,A,geological_time,reader_A_03,3,Q15,bbbb5f43784f809c198b104ab9205311fb588b4df34fbc7cc1dbc87c9c90af1a
rb18_bbbb5f43784f,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,5,3,5,3,3,1,3.8,True,0,200,793,2452,fpv0_81006e3b,A,geological_time,reader_A_03,3,Q15,bbbb5f43784f809c198b104ab9205311fb588b4df34fbc7cc1dbc87c9c90af1a
rb18_bbbb5f43784f,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,3,3,2,3.0,True,0,200,849,109,,A,geological_time,reader_A_03,3,Q15,bbbb5f43784f809c198b104ab9205311fb588b4df34fbc7cc1dbc87c9c90af1a
rb18_bbbb5f43784f,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,4,3,5,4,4,2,4.0,True,0,200,1088,398,,A,geological_time,reader_A_03,3,Q15,bbbb5f43784f809c198b104ab9205311fb588b4df34fbc7cc1dbc87c9c90af1a
rb18_bbbb5f43784f,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,3,5,5,4,1,4.4,True,0,200,861,376,,A,geological_time,reader_A_03,3,Q15,bbbb5f43784f809c198b104ab9205311fb588b4df34fbc7cc1dbc87c9c90af1a
rb18_45570a054b7e,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,5,4,3,2,3.8,True,0,200,1300,129,,B,geological_time,reader_B_03,3,Q15,45570a054b7e21616343a19ec1ebaa0f577b3a2d6ba68288e6dffe967ae5b305
rb18_45570a054b7e,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,4,3,4,4,3,2,3.6,True,0,200,829,101,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,B,geological_time,reader_B_03,3,Q15,45570a054b7e21616343a19ec1ebaa0f577b3a2d6ba68288e6dffe967ae5b305
rb18_45570a054b7e,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,4,2,5,3,3,2,3.4,True,0,200,974,140,,B,geological_time,reader_B_03,3,Q15,45570a054b7e21616343a19ec1ebaa0f577b3a2d6ba68288e6dffe967ae5b305
rb18_45570a054b7e,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5,4,5,5,4,1,4.6,True,0,200,935,131,gemini-3.1-pro-preview,B,geological_time,reader_B_03,3,Q15,45570a054b7e21616343a19ec1ebaa0f577b3a2d6ba68288e6dffe967ae5b305
rb18_45570a054b7e,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5,4,5,5,4,1,4.6,True,0,200,896,928,,B,geological_time,reader_B_03,3,Q15,45570a054b7e21616343a19ec1ebaa0f577b3a2d6ba68288e6dffe967ae5b305
rb18_45570a054b7e,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,5,4,5,5,4,1,4.6,True,0,200,821,3994,fpv0_81006e3b,B,geological_time,reader_B_03,3,Q15,45570a054b7e21616343a19ec1ebaa0f577b3a2d6ba68288e6dffe967ae5b305
rb18_45570a054b7e,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,4,1,4.6,True,0,200,883,112,,B,geological_time,reader_B_03,3,Q15,45570a054b7e21616343a19ec1ebaa0f577b3a2d6ba68288e6dffe967ae5b305
rb18_45570a054b7e,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,5,4,5,5,4,1,4.6,True,0,200,1124,466,,B,geological_time,reader_B_03,3,Q15,45570a054b7e21616343a19ec1ebaa0f577b3a2d6ba68288e6dffe967ae5b305
rb18_45570a054b7e,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,3,5,4,4,1,4.2,True,0,200,897,379,,B,geological_time,reader_B_03,3,Q15,45570a054b7e21616343a19ec1ebaa0f577b3a2d6ba68288e6dffe967ae5b305
rb18_6c7eaacd12e1,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,5,4,4,2,4.2,True,0,200,1336,131,,C,geological_time,reader_C_03,3,Q15,6c7eaacd12e1b214645fb23be433998d4a6fcf387cc61ebbd85ca43c1b835bbc
rb18_6c7eaacd12e1,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,4,3,5,4,4,2,4.0,True,0,200,854,103,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,C,geological_time,reader_C_03,3,Q15,6c7eaacd12e1b214645fb23be433998d4a6fcf387cc61ebbd85ca43c1b835bbc
rb18_6c7eaacd12e1,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5,4,5,5,4,1,4.6,True,0,200,980,137,,C,geological_time,reader_C_03,3,Q15,6c7eaacd12e1b214645fb23be433998d4a6fcf387cc61ebbd85ca43c1b835bbc
rb18_6c7eaacd12e1,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5,5,5,5,5,1,5.0,True,0,200,945,87,gemini-3.1-pro-preview,C,geological_time,reader_C_03,3,Q15,6c7eaacd12e1b214645fb23be433998d4a6fcf387cc61ebbd85ca43c1b835bbc
rb18_6c7eaacd12e1,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5,5,5,5,5,1,5.0,True,0,200,912,1125,,C,geological_time,reader_C_03,3,Q15,6c7eaacd12e1b214645fb23be433998d4a6fcf387cc61ebbd85ca43c1b835bbc
rb18_6c7eaacd12e1,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,5,4,5,5,5,1,4.8,True,0,200,839,2137,fpv0_81006e3b,C,geological_time,reader_C_03,3,Q15,6c7eaacd12e1b214645fb23be433998d4a6fcf387cc61ebbd85ca43c1b835bbc
rb18_6c7eaacd12e1,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,4,1,4.6,True,0,200,896,109,,C,geological_time,reader_C_03,3,Q15,6c7eaacd12e1b214645fb23be433998d4a6fcf387cc61ebbd85ca43c1b835bbc
rb18_6c7eaacd12e1,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,5,4,5,5,5,1,4.8,True,0,200,1147,579,,C,geological_time,reader_C_03,3,Q15,6c7eaacd12e1b214645fb23be433998d4a6fcf387cc61ebbd85ca43c1b835bbc
