stimulus_signature_sha256,dimension,api_score,api_score_raw,n_api_ratings,n_source_uids,n_judges,min_uid_judge_coverage,max_uid_judge_coverage,source_uids,generators,aggregation,risk_direction
00ddccfa22f12d530170e7f03574ec107344043dd52eb492d8bdd449798c9ce2,risk,4.333333333333333,1.6666666666666667,9,1,9,9,9,DEEPSEEK_C_C04,DeepSeek,mean,aligned_high_is_good
00ddccfa22f12d530170e7f03574ec107344043dd52eb492d8bdd449798c9ce2,tf,4.777777777777778,4.777777777777778,9,1,9,9,9,DEEPSEEK_C_C04,DeepSeek,mean,aligned_high_is_good
0148a468d88d079313f0d2e5832169e4b3ea52a52a9c13d4b268691462a0e14f,cc,2.6666666666666665,2.6666666666666665,9,1,9,9,9,GPT_C_C25,OpenAI GPT,mean,aligned_high_is_good
0148a468d88d079313f0d2e5832169e4b3ea52a52a9c13d4b268691462a0e14f,fa,4.333333333333333,4.333333333333333,9,1,9,9,9,GPT_C_C25,OpenAI GPT,mean,aligned_high_is_good
0148a468d88d079313f0d2e5832169e4b3ea52a52a9c13d4b268691462a0e14f,lc,4.222222222222222,4.222222222222222,9,1,9,9,9,GPT_C_C25,OpenAI GPT,mean,aligned_high_is_good
0148a468d88d079313f0d2e5832169e4b3ea52a52a9c13d4b268691462a0e14f,mq,3.888888888888889,3.888888888888889,9,1,9,9,9,GPT_C_C25,OpenAI GPT,mean,aligned_high_is_good
0148a468d88d079313f0d2e5832169e4b3ea52a52a9c13d4b268691462a0e14f,risk,4.555555555555555,1.4444444444444444,9,1,9,9,9,GPT_C_C25,OpenAI GPT,mean,aligned_high_is_good
0148a468d88d079313f0d2e5832169e4b3ea52a52a9c13d4b268691462a0e14f,tf,4.555555555555555,4.555555555555555,9,1,9,9,9,GPT_C_C25,OpenAI GPT,mean,aligned_high_is_good
014efe968daec029f8f7255203b10ca0d3b4ced16842d8bef54b6e3732e4545b,cc,3.5555555555555554,3.5555555555555554,9,1,9,9,9,claude_C_C26,Anthropic Claude,mean,aligned_high_is_good
014efe968daec029f8f7255203b10ca0d3b4ced16842d8bef54b6e3732e4545b,fa,4.888888888888889,4.888888888888889,9,1,9,9,9,claude_C_C26,Anthropic Claude,mean,aligned_high_is_good
014efe968daec029f8f7255203b10ca0d3b4ced16842d8bef54b6e3732e4545b,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,claude_C_C26,Anthropic Claude,mean,aligned_high_is_good
014efe968daec029f8f7255203b10ca0d3b4ced16842d8bef54b6e3732e4545b,mq,4.666666666666667,4.666666666666667,9,1,9,9,9,claude_C_C26,Anthropic Claude,mean,aligned_high_is_good
014efe968daec029f8f7255203b10ca0d3b4ced16842d8bef54b6e3732e4545b,risk,4.777777777777778,1.2222222222222223,9,1,9,9,9,claude_C_C26,Anthropic Claude,mean,aligned_high_is_good
014efe968daec029f8f7255203b10ca0d3b4ced16842d8bef54b6e3732e4545b,tf,4.888888888888889,4.888888888888889,9,1,9,9,9,claude_C_C26,Anthropic Claude,mean,aligned_high_is_good
0153fa18e08432b7d7128d8bc557496c4296f17bc8694fdd316c7b2a0cfbd38c,cc,3.7777777777777777,3.7777777777777777,9,1,9,9,9,Gemini_A_C10,Google Gemini,mean,aligned_high_is_good
0153fa18e08432b7d7128d8bc557496c4296f17bc8694fdd316c7b2a0cfbd38c,fa,4.777777777777778,4.777777777777778,9,1,9,9,9,Gemini_A_C10,Google Gemini,mean,aligned_high_is_good
0153fa18e08432b7d7128d8bc557496c4296f17bc8694fdd316c7b2a0cfbd38c,lc,4.888888888888889,4.888888888888889,9,1,9,9,9,Gemini_A_C10,Google Gemini,mean,aligned_high_is_good
0153fa18e08432b7d7128d8bc557496c4296f17bc8694fdd316c7b2a0cfbd38c,mq,4.555555555555555,4.555555555555555,9,1,9,9,9,Gemini_A_C10,Google Gemini,mean,aligned_high_is_good
0153fa18e08432b7d7128d8bc557496c4296f17bc8694fdd316c7b2a0cfbd38c,risk,4.888888888888889,1.1111111111111112,9,1,9,9,9,Gemini_A_C10,Google Gemini,mean,aligned_high_is_good
0153fa18e08432b7d7128d8bc557496c4296f17bc8694fdd316c7b2a0cfbd38c,tf,4.888888888888889,4.888888888888889,9,1,9,9,9,Gemini_A_C10,Google Gemini,mean,aligned_high_is_good
0179b686d09a1ad5e539bcece18becc0590769fdf311a32b969478b1d21c9e8b,cc,2.7777777777777777,2.7777777777777777,9,1,9,9,9,GLM_B_C07,Zhipu GLM,mean,aligned_high_is_good
0179b686d09a1ad5e539bcece18becc0590769fdf311a32b969478b1d21c9e8b,fa,3.7777777777777777,3.7777777777777777,9,1,9,9,9,GLM_B_C07,Zhipu GLM,mean,aligned_high_is_good
0179b686d09a1ad5e539bcece18becc0590769fdf311a32b969478b1d21c9e8b,lc,4.444444444444445,4.444444444444445,9,1,9,9,9,GLM_B_C07,Zhipu GLM,mean,aligned_high_is_good
0179b686d09a1ad5e539bcece18becc0590769fdf311a32b969478b1d21c9e8b,mq,3.888888888888889,3.888888888888889,9,1,9,9,9,GLM_B_C07,Zhipu GLM,mean,aligned_high_is_good
0179b686d09a1ad5e539bcece18becc0590769fdf311a32b969478b1d21c9e8b,risk,3.888888888888889,2.111111111111111,9,1,9,9,9,GLM_B_C07,Zhipu GLM,mean,aligned_high_is_good
0179b686d09a1ad5e539bcece18becc0590769fdf311a32b969478b1d21c9e8b,tf,4.0,4.0,9,1,9,9,9,GLM_B_C07,Zhipu GLM,mean,aligned_high_is_good
019e88b53ecb4d518ef7b1c250cbcd4be223c022714d1cc58f844c16cf73a33e,cc,2.888888888888889,2.888888888888889,9,1,9,9,9,mimo_C_C24,Mimo,mean,aligned_high_is_good
019e88b53ecb4d518ef7b1c250cbcd4be223c022714d1cc58f844c16cf73a33e,fa,4.333333333333333,4.333333333333333,9,1,9,9,9,mimo_C_C24,Mimo,mean,aligned_high_is_good
019e88b53ecb4d518ef7b1c250cbcd4be223c022714d1cc58f844c16cf73a33e,lc,4.666666666666667,4.666666666666667,9,1,9,9,9,mimo_C_C24,Mimo,mean,aligned_high_is_good
019e88b53ecb4d518ef7b1c250cbcd4be223c022714d1cc58f844c16cf73a33e,mq,3.5555555555555554,3.5555555555555554,9,1,9,9,9,mimo_C_C24,Mimo,mean,aligned_high_is_good
019e88b53ecb4d518ef7b1c250cbcd4be223c022714d1cc58f844c16cf73a33e,risk,4.333333333333333,1.6666666666666667,9,1,9,9,9,mimo_C_C24,Mimo,mean,aligned_high_is_good
019e88b53ecb4d518ef7b1c250cbcd4be223c022714d1cc58f844c16cf73a33e,tf,4.777777777777778,4.777777777777778,9,1,9,9,9,mimo_C_C24,Mimo,mean,aligned_high_is_good
01d8252ddf3cddd7bfc9357c3f1e1d80e8c7ae60c4d50839ee7e1773424c3619,cc,3.111111111111111,3.111111111111111,9,1,9,9,9,mimo_A_C30,Mimo,mean,aligned_high_is_good
01d8252ddf3cddd7bfc9357c3f1e1d80e8c7ae60c4d50839ee7e1773424c3619,fa,4.444444444444445,4.444444444444445,9,1,9,9,9,mimo_A_C30,Mimo,mean,aligned_high_is_good
01d8252ddf3cddd7bfc9357c3f1e1d80e8c7ae60c4d50839ee7e1773424c3619,lc,4.666666666666667,4.666666666666667,9,1,9,9,9,mimo_A_C30,Mimo,mean,aligned_high_is_good
01d8252ddf3cddd7bfc9357c3f1e1d80e8c7ae60c4d50839ee7e1773424c3619,mq,4.333333333333333,4.333333333333333,9,1,9,9,9,mimo_A_C30,Mimo,mean,aligned_high_is_good
01d8252ddf3cddd7bfc9357c3f1e1d80e8c7ae60c4d50839ee7e1773424c3619,risk,4.333333333333333,1.6666666666666667,9,1,9,9,9,mimo_A_C30,Mimo,mean,aligned_high_is_good
01d8252ddf3cddd7bfc9357c3f1e1d80e8c7ae60c4d50839ee7e1773424c3619,tf,4.222222222222222,4.222222222222222,9,1,9,9,9,mimo_A_C30,Mimo,mean,aligned_high_is_good
020ed1ae18572cdb81fa6322226158164585fbc25824a3bce5a836d0b312830a,cc,2.6666666666666665,2.6666666666666665,9,1,9,9,9,KIMI_A_C28,Moonshot Kimi,mean,aligned_high_is_good
020ed1ae18572cdb81fa6322226158164585fbc25824a3bce5a836d0b312830a,fa,3.888888888888889,3.888888888888889,9,1,9,9,9,KIMI_A_C28,Moonshot Kimi,mean,aligned_high_is_good
020ed1ae18572cdb81fa6322226158164585fbc25824a3bce5a836d0b312830a,lc,4.555555555555555,4.555555555555555,9,1,9,9,9,KIMI_A_C28,Moonshot Kimi,mean,aligned_high_is_good
020ed1ae18572cdb81fa6322226158164585fbc25824a3bce5a836d0b312830a,mq,3.6666666666666665,3.6666666666666665,9,1,9,9,9,KIMI_A_C28,Moonshot Kimi,mean,aligned_high_is_good
020ed1ae18572cdb81fa6322226158164585fbc25824a3bce5a836d0b312830a,risk,4.0,2.0,9,1,9,9,9,KIMI_A_C28,Moonshot Kimi,mean,aligned_high_is_good
020ed1ae18572cdb81fa6322226158164585fbc25824a3bce5a836d0b312830a,tf,4.222222222222222,4.222222222222222,9,1,9,9,9,KIMI_A_C28,Moonshot Kimi,mean,aligned_high_is_good
02120cbf8861d47c3f2f510f065bbf1b67d15ba154def97cf9e510a590d84fdc,cc,2.4444444444444446,2.4444444444444446,9,1,9,9,9,mimo_B_C16,Mimo,mean,aligned_high_is_good
02120cbf8861d47c3f2f510f065bbf1b67d15ba154def97cf9e510a590d84fdc,fa,4.222222222222222,4.222222222222222,9,1,9,9,9,mimo_B_C16,Mimo,mean,aligned_high_is_good
02120cbf8861d47c3f2f510f065bbf1b67d15ba154def97cf9e510a590d84fdc,lc,3.888888888888889,3.888888888888889,9,1,9,9,9,mimo_B_C16,Mimo,mean,aligned_high_is_good
02120cbf8861d47c3f2f510f065bbf1b67d15ba154def97cf9e510a590d84fdc,mq,4.0,4.0,9,1,9,9,9,mimo_B_C16,Mimo,mean,aligned_high_is_good
02120cbf8861d47c3f2f510f065bbf1b67d15ba154def97cf9e510a590d84fdc,risk,4.111111111111111,1.8888888888888888,9,1,9,9,9,mimo_B_C16,Mimo,mean,aligned_high_is_good
02120cbf8861d47c3f2f510f065bbf1b67d15ba154def97cf9e510a590d84fdc,tf,3.4444444444444446,3.4444444444444446,9,1,9,9,9,mimo_B_C16,Mimo,mean,aligned_high_is_good
02490b4e4f696660169abece2e0400eba4048bb82172d0635eaa48a68aa84f21,cc,1.5555555555555556,1.5555555555555556,9,1,9,9,9,GPT_B_C25,OpenAI GPT,mean,aligned_high_is_good
02490b4e4f696660169abece2e0400eba4048bb82172d0635eaa48a68aa84f21,fa,2.5555555555555554,2.5555555555555554,9,1,9,9,9,GPT_B_C25,OpenAI GPT,mean,aligned_high_is_good
02490b4e4f696660169abece2e0400eba4048bb82172d0635eaa48a68aa84f21,lc,3.0,3.0,9,1,9,9,9,GPT_B_C25,OpenAI GPT,mean,aligned_high_is_good
02490b4e4f696660169abece2e0400eba4048bb82172d0635eaa48a68aa84f21,mq,2.111111111111111,2.111111111111111,9,1,9,9,9,GPT_B_C25,OpenAI GPT,mean,aligned_high_is_good
02490b4e4f696660169abece2e0400eba4048bb82172d0635eaa48a68aa84f21,risk,2.7777777777777777,3.2222222222222223,9,1,9,9,9,GPT_B_C25,OpenAI GPT,mean,aligned_high_is_good
02490b4e4f696660169abece2e0400eba4048bb82172d0635eaa48a68aa84f21,tf,2.0,2.0,9,1,9,9,9,GPT_B_C25,OpenAI GPT,mean,aligned_high_is_good
0276f35f5e13848ae93bb05a7446d9a285f011e422425773287ce9681fa7441f,cc,2.5555555555555554,2.5555555555555554,9,1,9,9,9,KIMI_C_C03,Moonshot Kimi,mean,aligned_high_is_good
0276f35f5e13848ae93bb05a7446d9a285f011e422425773287ce9681fa7441f,fa,4.333333333333333,4.333333333333333,9,1,9,9,9,KIMI_C_C03,Moonshot Kimi,mean,aligned_high_is_good
0276f35f5e13848ae93bb05a7446d9a285f011e422425773287ce9681fa7441f,lc,4.555555555555555,4.555555555555555,9,1,9,9,9,KIMI_C_C03,Moonshot Kimi,mean,aligned_high_is_good
0276f35f5e13848ae93bb05a7446d9a285f011e422425773287ce9681fa7441f,mq,2.7777777777777777,2.7777777777777777,9,1,9,9,9,KIMI_C_C03,Moonshot Kimi,mean,aligned_high_is_good
0276f35f5e13848ae93bb05a7446d9a285f011e422425773287ce9681fa7441f,risk,3.7777777777777777,2.2222222222222223,9,1,9,9,9,KIMI_C_C03,Moonshot Kimi,mean,aligned_high_is_good
0276f35f5e13848ae93bb05a7446d9a285f011e422425773287ce9681fa7441f,tf,4.333333333333333,4.333333333333333,9,1,9,9,9,KIMI_C_C03,Moonshot Kimi,mean,aligned_high_is_good
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,cc,2.2222222222222223,2.2222222222222223,9,1,9,9,9,千问_C_C28,Alibaba Qwen,mean,aligned_high_is_good
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,fa,3.7777777777777777,3.7777777777777777,9,1,9,9,9,千问_C_C28,Alibaba Qwen,mean,aligned_high_is_good
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,lc,4.0,4.0,9,1,9,9,9,千问_C_C28,Alibaba Qwen,mean,aligned_high_is_good
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,mq,3.0,3.0,9,1,9,9,9,千问_C_C28,Alibaba Qwen,mean,aligned_high_is_good
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,risk,3.6666666666666665,2.3333333333333335,9,1,9,9,9,千问_C_C28,Alibaba Qwen,mean,aligned_high_is_good
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,tf,4.0,4.0,9,1,9,9,9,千问_C_C28,Alibaba Qwen,mean,aligned_high_is_good
02b13e2b6d2adb6d412f8fc8840cf9a927b7a36f0ce0d5106f2e8c1d473c9c74,cc,2.6666666666666665,2.6666666666666665,9,1,9,9,9,KIMI_C_C16,Moonshot Kimi,mean,aligned_high_is_good
02b13e2b6d2adb6d412f8fc8840cf9a927b7a36f0ce0d5106f2e8c1d473c9c74,fa,3.888888888888889,3.888888888888889,9,1,9,9,9,KIMI_C_C16,Moonshot Kimi,mean,aligned_high_is_good
02b13e2b6d2adb6d412f8fc8840cf9a927b7a36f0ce0d5106f2e8c1d473c9c74,lc,4.0,4.0,9,1,9,9,9,KIMI_C_C16,Moonshot Kimi,mean,aligned_high_is_good
02b13e2b6d2adb6d412f8fc8840cf9a927b7a36f0ce0d5106f2e8c1d473c9c74,mq,3.3333333333333335,3.3333333333333335,9,1,9,9,9,KIMI_C_C16,Moonshot Kimi,mean,aligned_high_is_good
02b13e2b6d2adb6d412f8fc8840cf9a927b7a36f0ce0d5106f2e8c1d473c9c74,risk,4.111111111111111,1.8888888888888888,9,1,9,9,9,KIMI_C_C16,Moonshot Kimi,mean,aligned_high_is_good
02b13e2b6d2adb6d412f8fc8840cf9a927b7a36f0ce0d5106f2e8c1d473c9c74,tf,4.444444444444445,4.444444444444445,9,1,9,9,9,KIMI_C_C16,Moonshot Kimi,mean,aligned_high_is_good
02ec453fde19db8278c302069ded4fdca6673ad0969161f8c08ac17ff0415bd8,cc,3.3333333333333335,3.3333333333333335,9,1,9,9,9,Gemini_B_C13,Google Gemini,mean,aligned_high_is_good
02ec453fde19db8278c302069ded4fdca6673ad0969161f8c08ac17ff0415bd8,fa,4.333333333333333,4.333333333333333,9,1,9,9,9,Gemini_B_C13,Google Gemini,mean,aligned_high_is_good
02ec453fde19db8278c302069ded4fdca6673ad0969161f8c08ac17ff0415bd8,lc,4.444444444444445,4.444444444444445,9,1,9,9,9,Gemini_B_C13,Google Gemini,mean,aligned_high_is_good
02ec453fde19db8278c302069ded4fdca6673ad0969161f8c08ac17ff0415bd8,mq,4.555555555555555,4.555555555555555,9,1,9,9,9,Gemini_B_C13,Google Gemini,mean,aligned_high_is_good
02ec453fde19db8278c302069ded4fdca6673ad0969161f8c08ac17ff0415bd8,risk,4.444444444444445,1.5555555555555556,9,1,9,9,9,Gemini_B_C13,Google Gemini,mean,aligned_high_is_good
02ec453fde19db8278c302069ded4fdca6673ad0969161f8c08ac17ff0415bd8,tf,4.333333333333333,4.333333333333333,9,1,9,9,9,Gemini_B_C13,Google Gemini,mean,aligned_high_is_good
030a340670e6ddb76fdc9bb33351f7af2b1cacbeeb18eeb127699453ea268b88,cc,2.4444444444444446,2.4444444444444446,9,1,9,9,9,豆包_A_C11,ByteDance Doubao,mean,aligned_high_is_good
030a340670e6ddb76fdc9bb33351f7af2b1cacbeeb18eeb127699453ea268b88,fa,3.7777777777777777,3.7777777777777777,9,1,9,9,9,豆包_A_C11,ByteDance Doubao,mean,aligned_high_is_good
030a340670e6ddb76fdc9bb33351f7af2b1cacbeeb18eeb127699453ea268b88,lc,4.333333333333333,4.333333333333333,9,1,9,9,9,豆包_A_C11,ByteDance Doubao,mean,aligned_high_is_good
030a340670e6ddb76fdc9bb33351f7af2b1cacbeeb18eeb127699453ea268b88,mq,3.4444444444444446,3.4444444444444446,9,1,9,9,9,豆包_A_C11,ByteDance Doubao,mean,aligned_high_is_good
030a340670e6ddb76fdc9bb33351f7af2b1cacbeeb18eeb127699453ea268b88,risk,4.0,2.0,9,1,9,9,9,豆包_A_C11,ByteDance Doubao,mean,aligned_high_is_good
030a340670e6ddb76fdc9bb33351f7af2b1cacbeeb18eeb127699453ea268b88,tf,3.5555555555555554,3.5555555555555554,9,1,9,9,9,豆包_A_C11,ByteDance Doubao,mean,aligned_high_is_good
03426ef272d8d380aa7ae6c3c620a26512e5955163e3ff4e494a4ef0567a61ee,cc,3.0,3.0,9,1,9,9,9,KIMI_C_C22,Moonshot Kimi,mean,aligned_high_is_good
03426ef272d8d380aa7ae6c3c620a26512e5955163e3ff4e494a4ef0567a61ee,fa,4.222222222222222,4.222222222222222,9,1,9,9,9,KIMI_C_C22,Moonshot Kimi,mean,aligned_high_is_good
03426ef272d8d380aa7ae6c3c620a26512e5955163e3ff4e494a4ef0567a61ee,lc,4.555555555555555,4.555555555555555,9,1,9,9,9,KIMI_C_C22,Moonshot Kimi,mean,aligned_high_is_good
03426ef272d8d380aa7ae6c3c620a26512e5955163e3ff4e494a4ef0567a61ee,mq,3.111111111111111,3.111111111111111,9,1,9,9,9,KIMI_C_C22,Moonshot Kimi,mean,aligned_high_is_good
03426ef272d8d380aa7ae6c3c620a26512e5955163e3ff4e494a4ef0567a61ee,risk,4.222222222222222,1.7777777777777777,9,1,9,9,9,KIMI_C_C22,Moonshot Kimi,mean,aligned_high_is_good
03426ef272d8d380aa7ae6c3c620a26512e5955163e3ff4e494a4ef0567a61ee,tf,4.666666666666667,4.666666666666667,9,1,9,9,9,KIMI_C_C22,Moonshot Kimi,mean,aligned_high_is_good
0358143b629143726febaaa5c42108b9cc99482f209b1842f2506066bc60c7f3,cc,3.4444444444444446,3.4444444444444446,9,1,9,9,9,Gemini_C_C17,Google Gemini,mean,aligned_high_is_good
0358143b629143726febaaa5c42108b9cc99482f209b1842f2506066bc60c7f3,fa,4.444444444444445,4.444444444444445,9,1,9,9,9,Gemini_C_C17,Google Gemini,mean,aligned_high_is_good
0358143b629143726febaaa5c42108b9cc99482f209b1842f2506066bc60c7f3,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,Gemini_C_C17,Google Gemini,mean,aligned_high_is_good
0358143b629143726febaaa5c42108b9cc99482f209b1842f2506066bc60c7f3,mq,4.333333333333333,4.333333333333333,9,1,9,9,9,Gemini_C_C17,Google Gemini,mean,aligned_high_is_good
0358143b629143726febaaa5c42108b9cc99482f209b1842f2506066bc60c7f3,risk,4.444444444444445,1.5555555555555556,9,1,9,9,9,Gemini_C_C17,Google Gemini,mean,aligned_high_is_good
0358143b629143726febaaa5c42108b9cc99482f209b1842f2506066bc60c7f3,tf,4.777777777777778,4.777777777777778,9,1,9,9,9,Gemini_C_C17,Google Gemini,mean,aligned_high_is_good
039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,cc,3.4444444444444446,3.4444444444444446,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good
039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,fa,4.777777777777778,4.777777777777778,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good
039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,lc,4.888888888888889,4.888888888888889,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good
039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,mq,4.888888888888889,4.888888888888889,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good
039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,risk,4.777777777777778,1.2222222222222223,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good
039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,tf,4.888888888888889,4.888888888888889,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good
03e7929f91006725ba30ac62091357eb68795e269a29542902637045d548a1c1,cc,2.5555555555555554,2.5555555555555554,9,1,9,9,9,claude_B_C15,Anthropic Claude,mean,aligned_high_is_good
03e7929f91006725ba30ac62091357eb68795e269a29542902637045d548a1c1,fa,3.6666666666666665,3.6666666666666665,9,1,9,9,9,claude_B_C15,Anthropic Claude,mean,aligned_high_is_good
03e7929f91006725ba30ac62091357eb68795e269a29542902637045d548a1c1,lc,4.888888888888889,4.888888888888889,9,1,9,9,9,claude_B_C15,Anthropic Claude,mean,aligned_high_is_good
03e7929f91006725ba30ac62091357eb68795e269a29542902637045d548a1c1,mq,3.888888888888889,3.888888888888889,9,1,9,9,9,claude_B_C15,Anthropic Claude,mean,aligned_high_is_good
03e7929f91006725ba30ac62091357eb68795e269a29542902637045d548a1c1,risk,3.888888888888889,2.111111111111111,9,1,9,9,9,claude_B_C15,Anthropic Claude,mean,aligned_high_is_good
03e7929f91006725ba30ac62091357eb68795e269a29542902637045d548a1c1,tf,4.0,4.0,9,1,9,9,9,claude_B_C15,Anthropic Claude,mean,aligned_high_is_good
046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,cc,2.0,2.0,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good
046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,fa,3.0,3.0,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good
046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,lc,3.888888888888889,3.888888888888889,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good
046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,mq,2.6666666666666665,2.6666666666666665,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good
046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,risk,3.3333333333333335,2.6666666666666665,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good
046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,tf,3.0,3.0,9,1,9,9,9,豆包_B_C13,ByteDance Doubao,mean,aligned_high_is_good
04b0bb71e06c8896859967808094809e62b2a18bc3f957d0a672457b858af10d,cc,2.6666666666666665,2.6666666666666665,9,1,9,9,9,KIMI_B_C16,Moonshot Kimi,mean,aligned_high_is_good
04b0bb71e06c8896859967808094809e62b2a18bc3f957d0a672457b858af10d,fa,3.888888888888889,3.888888888888889,9,1,9,9,9,KIMI_B_C16,Moonshot Kimi,mean,aligned_high_is_good
04b0bb71e06c8896859967808094809e62b2a18bc3f957d0a672457b858af10d,lc,3.7777777777777777,3.7777777777777777,9,1,9,9,9,KIMI_B_C16,Moonshot Kimi,mean,aligned_high_is_good
04b0bb71e06c8896859967808094809e62b2a18bc3f957d0a672457b858af10d,mq,3.888888888888889,3.888888888888889,9,1,9,9,9,KIMI_B_C16,Moonshot Kimi,mean,aligned_high_is_good
04b0bb71e06c8896859967808094809e62b2a18bc3f957d0a672457b858af10d,risk,4.111111111111111,1.8888888888888888,9,1,9,9,9,KIMI_B_C16,Moonshot Kimi,mean,aligned_high_is_good
04b0bb71e06c8896859967808094809e62b2a18bc3f957d0a672457b858af10d,tf,3.7777777777777777,3.7777777777777777,9,1,9,9,9,KIMI_B_C16,Moonshot Kimi,mean,aligned_high_is_good
04f9d1d233200bb3539ec6049339a82ba09c92330b53828251f764a90c6dfbb7,cc,2.3333333333333335,2.3333333333333335,9,1,9,9,9,千问_B_C01,Alibaba Qwen,mean,aligned_high_is_good
04f9d1d233200bb3539ec6049339a82ba09c92330b53828251f764a90c6dfbb7,fa,3.5555555555555554,3.5555555555555554,9,1,9,9,9,千问_B_C01,Alibaba Qwen,mean,aligned_high_is_good
04f9d1d233200bb3539ec6049339a82ba09c92330b53828251f764a90c6dfbb7,lc,3.6666666666666665,3.6666666666666665,9,1,9,9,9,千问_B_C01,Alibaba Qwen,mean,aligned_high_is_good
04f9d1d233200bb3539ec6049339a82ba09c92330b53828251f764a90c6dfbb7,mq,3.7777777777777777,3.7777777777777777,9,1,9,9,9,千问_B_C01,Alibaba Qwen,mean,aligned_high_is_good
