layer,instrument,form_or_case,material_no,variant,question_code,selection_role,participant_assignment,map_status,confidence,mapped_item_id,legacy_item_id,external_exact_item_id,generator,model,task,domain,concept_id,concept,core_claim,target_misconception,boundary_conditions,adaptation_or_intervention,lay_or_controlled_text,comprehension_or_pair_question,upstream_810_api_scores_available,exact_text_controlled_api_scores_available,direct_api_lay_comparison,top_candidate_item_id,top_candidate_score,second_candidate_item_id,candidate_margin,confirmed_item_retrieval_rank
public_reader_ABC,public_reader_B,B,5,B,Q17,six released API-human disagreement examples (C1-C6); not a probability sample of 810,author-reported complete random assignment among three separate Jianshu forms,provenance_confirmed_one_to_one,high,GLM_A_C14,ITEM_734,,Zhipu GLM,Zhipu GLM,A,Biology,C14,进化没有预设目标,进化无固定复杂化方向，简化在特定环境中也可能有利。,进化必然从低级到高级、从简单到复杂。,评价依据是当前环境中的生存和繁殖，不是普遍的复杂性尺度。,reader-facing rewrite of the same upstream item; form labels A/B/C are not corpus task labels,"阅读材料5：简单也可能是一种适应。

进化中的变异不是生物“想要什么”就会产生什么。变异先出现，环境再影响哪些变异更容易被保留下来。这也意味着，进化不一定朝着复杂、高级或类似人类的方向前进。有些环境中，简单的结构反而更省能量、更适合生存。因此，变简单也可能是一种适应。",关于“进化不总是变复杂”，以下哪项最准确？,yes,no,"no; adaptation changes wording, detail, boundary conditions, and sometimes repairs the source",Gemini_C_C14,0.10169973159030925,GLM_A_C14,0.024052224426192897,2
public_reader_ABC,public_reader_B,B,6,B,Q18,six released API-human disagreement examples (C1-C6); not a probability sample of 810,author-reported complete random assignment among three separate Jianshu forms,provenance_confirmed_one_to_one,high,DEEPSEEK_B_C02,ITEM_302,,DeepSeek,DeepSeek,B,Physics,C02,净力与加速度,净力直接决定加速度，而非速度大小。,力越大速度就一定越大，或速度大就一定有大净力。,匀速直线运动时净力为零，但各个作用力可以平衡而非全部不存在。,reader-facing rewrite of the same upstream item; form labels A/B/C are not corpus task labels,"阅读材料6：速度大不等于净力大。

在力学里，净力决定的是加速度，也就是速度怎样改变。如果一个物体的速度越来越大，说明它有加速度，通常也说明有净力在改变它的运动。但如果一个物体只是以很大的速度匀速直线运动，它的速度并没有变化，加速度就是零。这时，它受到的净力也可以是零或近似为零。",一辆车在平直路面上保持很大的恒定速度运动时，以下哪项更准确？,yes,no,"no; adaptation changes wording, detail, boundary conditions, and sometimes repairs the source",GPT_B_C02,0.15951741905027328,mimo_A_C02,0.03505864330420466,>5
public_reader_ABC,public_reader_C,C,1,C,Q13,six released API-human disagreement examples (C1-C6); not a probability sample of 810,author-reported complete random assignment among three separate Jianshu forms,provenance_confirmed_one_to_one,high,千问_C_C04,ITEM_064,,Alibaba Qwen,Alibaba Qwen,C,Physics,C04,抛体运动,忽略空气阻力时，离手后无持续水平推力，物体依惯性保持水平运动。,物体只要继续运动，就必然仍有同向的力维持运动。,理想化模型：忽略空气阻力；现实情况需加入阻力、旋转等因素。,reader-facing rewrite of the same upstream item; form labels A/B/C are not corpus task labels,"阅读材料1：篮球离手后，力还在吗？

很多人看到篮球还在向前飞，就会觉得“它一定还受到一个向前的力”。这个想法很自然，但它把“正在运动”和“正在受力”混在了一起。在忽略空气阻力的理想模型中，篮球离手以后，手不再推它，水平方向也没有持续的合力。它继续向前，是因为物体会保持原来的水平速度。真实比赛里还会有空气阻力、旋转和碰撞等因素，但这些是进一步分析时才加入的条件。",若忽略空气阻力，一个小球被水平抛出后，为什么它还能继续向前运动？,yes,no,"no; adaptation changes wording, detail, boundary conditions, and sometimes repairs the source",DEEPSEEK_C_C04,0.1387382271374664,GLM_C_C04,0.005290873413498154,5
public_reader_ABC,public_reader_C,C,2,C,Q14,six released API-human disagreement examples (C1-C6); not a probability sample of 810,author-reported complete random assignment among three separate Jianshu forms,provenance_confirmed_one_to_one,high,DEEPSEEK_B_C14,ITEM_314,,DeepSeek,DeepSeek,B,Biology,C14,进化没有预设目标,进化没有预设终点，可遗传差异在当前环境中影响生存和繁殖。,进化会主动朝更高级、更完美的目标前进。,适应性是环境依赖的，不等于完美或绝对高级。,reader-facing rewrite of the same upstream item; form labels A/B/C are not corpus task labels,"阅读材料2：进化没有提前写好的终点。

“进化会造出完美生物”是一种常见误解。自然选择没有提前设定好的终点，也不会预先知道未来需要什么。更准确地说，一个群体中本来就会有可遗传的差异。某些差异如果更适合当前环境，就会让个体更容易留下后代。可是环境会变，今天有利的特征，明天未必仍然有利。所以，适应不是完美，也不是朝“更高级”方向攀升。",如果某种动物在环境中保留下来，最合理的解释是？,yes,no,"no; adaptation changes wording, detail, boundary conditions, and sometimes repairs the source",DEEPSEEK_B_C14,0.15626059294554598,claude_A_C14,0.05305465232344052,1
public_reader_ABC,public_reader_C,C,3,C,Q15,six released API-human disagreement examples (C1-C6); not a probability sample of 810,author-reported complete random assignment among three separate Jianshu forms,provenance_confirmed_one_to_one,high,DEEPSEEK_B_C20,ITEM_320,,DeepSeek,DeepSeek,B,Geoscience,C20,地质时间,缓慢的板块运动在地质时间上可累积为显著结果。,肉眼短期看不见的变化几乎没有影响，或所有地质事件都只能缓慢发生。,类比说明长时标累积，不意味着所有地质事件匀速或缓慢。,reader-facing rewrite of the same upstream item; form labels A/B/C are not corpus task labels,"阅读材料3：为什么地质时间让人难以想象。

地质时间难理解，是因为它远远超过人的日常经验。板块一年移动几厘米，看起来几乎没有变化；可是如果把时间拉长到几百万年，这些小变化就可能改变海陆位置、形成山脉，甚至打开新的海盆。不过，“很多地质过程很慢”并不等于“所有地质现象都慢”。地震、火山喷发、滑坡等事件可能在短时间内发生，它们常常是长期积累后的快速释放。",关于“板块移动像指甲生长”这个类比，以下理解更准确的是？,yes,no,"no; adaptation changes wording, detail, boundary conditions, and sometimes repairs the source",DEEPSEEK_B_C20,0.18040262394515624,GPT_C_C20,0.09747118173866196,1
public_reader_ABC,public_reader_C,C,4,C,Q16,six released API-human disagreement examples (C1-C6); not a probability sample of 810,author-reported complete random assignment among three separate Jianshu forms,provenance_confirmed_one_to_one,high,Gemini_B_C18,ITEM_408,,Google Gemini,Google Gemini,B,Biology,C18,光合作用与细胞呼吸,植物昼夜都进行细胞呼吸，光合作用需要光。,植物白天只光合、夜间才呼吸，或植物不呼吸。,净气体交换表现受光合与呼吸的相对速率影响。,reader-facing rewrite of the same upstream item; form labels A/B/C are not corpus task labels,"阅读材料4：植物不是晚上才“呼吸”。

很多人会把植物理解成“白天光合作用，晚上才呼吸”。这个说法太简单了。细胞呼吸是细胞获得能量的基本过程，植物白天和夜晚都要进行。光合作用需要光，主要是在有光时把二氧化碳转化为有机物，并释放氧气。细胞呼吸则分解有机物来释放能量，通常会消耗氧气并释放二氧化碳。夜间更容易观察到植物释放二氧化碳，是因为没有光合作用来抵消这一表现。",黑暗中绿萝吸收氧气、释放二氧化碳，最能说明什么？,yes,no,"no; adaptation changes wording, detail, boundary conditions, and sometimes repairs the source",DEEPSEEK_B_C18,0.22176316391025663,豆包_A_C18,0.004161574750546904,3
public_reader_ABC,public_reader_C,C,5,C,Q17,six released API-human disagreement examples (C1-C6); not a probability sample of 810,author-reported complete random assignment among three separate Jianshu forms,provenance_confirmed_one_to_one,high,GLM_A_C14,ITEM_734,,Zhipu GLM,Zhipu GLM,A,Biology,C14,进化没有预设目标,进化无固定复杂化方向，简化在特定环境中也可能有利。,进化必然从低级到高级、从简单到复杂。,评价依据是当前环境中的生存和繁殖，不是普遍的复杂性尺度。,reader-facing rewrite of the same upstream item; form labels A/B/C are not corpus task labels,"阅读材料5：进化不是从低级走向高级。

“生物总会从低级进化到高级”听起来很顺，但并不是进化的通用路线。进化首先依赖群体中的可遗传变异，而这些变异不是按生物的需要定制出来的。环境会影响哪些变异更容易传给后代，但选择只针对当前环境中的生存和繁殖结果。在寄生生活、洞穴生活或稳定环境中，结构变简单也可能更合适。因此，复杂不等于更进化，简单也不等于落后。",关于“进化不总是变复杂”，以下哪项最准确？,yes,no,"no; adaptation changes wording, detail, boundary conditions, and sometimes repairs the source",GLM_A_C14,0.11494657133835184,Gemini_C_C14,0.00537817223817004,1
public_reader_ABC,public_reader_C,C,6,C,Q18,six released API-human disagreement examples (C1-C6); not a probability sample of 810,author-reported complete random assignment among three separate Jianshu forms,provenance_confirmed_one_to_one,high,DEEPSEEK_B_C02,ITEM_302,,DeepSeek,DeepSeek,B,Physics,C02,净力与加速度,净力直接决定加速度，而非速度大小。,力越大速度就一定越大，或速度大就一定有大净力。,匀速直线运动时净力为零，但各个作用力可以平衡而非全部不存在。,reader-facing rewrite of the same upstream item; form labels A/B/C are not corpus task labels,"阅读材料6：力不是直接决定速度大小。

“力越大，速度就越大”是学习力学时很常见的误解。更准确地说，净力决定的是加速度，也就是速度怎样改变。比如，推购物车时车越推越快，是因为存在向前的净力，让车的速度增加。可是当车已经以稳定速度前进时，推动力可能主要是在抵消阻力，而不是继续让速度变大。如果一个物体速度很大但保持不变，它的加速度就是零，净力也可以是零或近似为零。",一辆车在平直路面上保持很大的恒定速度运动时，以下哪项更准确？,yes,no,"no; adaptation changes wording, detail, boundary conditions, and sometimes repairs the source",DEEPSEEK_A_C02,0.190576517684608,DEEPSEEK_B_C02,0.006371442361852303,2
constructed_controlled_contrast,difference,A01,1,A,Q5,author-constructed controlled contrast with an author-specified expected direction; no probability-sampling claim,all respondents saw all eight fixed-order pairs,concept_confirmed_unique_810_item_unresolved,high_for_concept_only_low_for_unique_item,,,A01_A,,,,Physics,C04,抛体运动,在忽略空气阻力的理想模型中，篮球离手后水平方向通常不再受到持续推力，因此水平速度可以近似保持不变。现实中空气阻力会逐渐减小水平速度，所以课堂中的结论需要放在“理想化模型”这个条件下理解。,篮球被投出去以后，水平方向还受不受力？,boundary condition,"constructed boundary condition contrast; expected quality=A, expected riskier=B",在忽略空气阻力的理想模型中，篮球离手后水平方向通常不再受到持续推力，因此水平速度可以近似保持不变。现实中空气阻力会逐渐减小水平速度，所以课堂中的结论需要放在“理想化模型”这个条件下理解。,篮球被投出去以后，水平方向还受不受力？,concept-level candidates only,yes,"yes, using exact controlled-pair API scores; do not substitute 810-item scores",千问_C_C04,0.18433878768707987,DEEPSEEK_C_C04,0.019206856769807434,
constructed_controlled_contrast,difference,A01,1,B,Q5,author-constructed controlled contrast with an author-specified expected direction; no probability-sampling claim,all respondents saw all eight fixed-order pairs,concept_confirmed_unique_810_item_unresolved,high_for_concept_only_low_for_unique_item,,,A01_B,,,,Physics,C04,抛体运动,篮球离手后水平方向不受力，因此水平速度保持不变。它会继续向前运动，是因为物体具有惯性，不需要持续的水平推力。,篮球被投出去以后，水平方向还受不受力？,boundary condition,"constructed boundary condition contrast; expected quality=A, expected riskier=B",篮球离手后水平方向不受力，因此水平速度保持不变。它会继续向前运动，是因为物体具有惯性，不需要持续的水平推力。,篮球被投出去以后，水平方向还受不受力？,concept-level candidates only,yes,"yes, using exact controlled-pair API scores; do not substitute 810-item scores",千问_B_C04,0.20875345563047518,千问_C_C04,0.04168816196456743,
constructed_controlled_contrast,difference,A02,2,A,Q8,author-constructed controlled contrast with an author-specified expected direction; no probability-sampling claim,all respondents saw all eight fixed-order pairs,concept_confirmed_unique_810_item_unresolved,high_for_concept_only_low_for_unique_item,,,A02_A,,,,Physics,C02,净力与加速度,如果一个物体速度不变，说明它的加速度为零，因此合力为零。但这不等于“没有任何力”。例如桌上的书同时受到重力和支持力，只是这些力相互平衡，所以合力为零。,物体速度不变时，是不是说明它没有受力？,causal distinction,"constructed causal distinction contrast; expected quality=A, expected riskier=B",如果一个物体速度不变，说明它的加速度为零，因此合力为零。但这不等于“没有任何力”。例如桌上的书同时受到重力和支持力，只是这些力相互平衡，所以合力为零。,物体速度不变时，是不是说明它没有受力？,concept-level candidates only,yes,"yes, using exact controlled-pair API scores; do not substitute 810-item scores",DEEPSEEK_A_C02,0.12489238697395315,claude_A_C02,0.002761827594552166,
constructed_controlled_contrast,difference,A02,2,B,Q8,author-constructed controlled contrast with an author-specified expected direction; no probability-sampling claim,all respondents saw all eight fixed-order pairs,concept_confirmed_unique_810_item_unresolved,high_for_concept_only_low_for_unique_item,,,A02_B,,,,Physics,C02,净力与加速度,物体速度不变时没有加速度，所以没有力。只有物体开始加速或减速时，力才真正起作用。,物体速度不变时，是不是说明它没有受力？,causal distinction,"constructed causal distinction contrast; expected quality=A, expected riskier=B",物体速度不变时没有加速度，所以没有力。只有物体开始加速或减速时，力才真正起作用。,物体速度不变时，是不是说明它没有受力？,concept-level candidates only,yes,"yes, using exact controlled-pair API scores; do not substitute 810-item scores",DEEPSEEK_A_C02,0.14469420827242982,豆包_C_C02,0.056724538284905035,
constructed_controlled_contrast,difference,A03,3,A,Q11,author-constructed controlled contrast with an author-specified expected direction; no probability-sampling claim,all respondents saw all eight fixed-order pairs,concept_confirmed_unique_810_item_unresolved,high_for_concept_only_low_for_unique_item,,,A03_A,,,,Biology,C14,进化没有预设目标,很多人以为进化有目标，其实进化没有目标。生物只是不断适应环境，所以不能说某种生物一定比另一种生物更高级。,进化是不是会朝着更高级的目标前进？,misconception repair depth,"constructed misconception repair depth contrast; expected quality=B, expected riskier=A",很多人以为进化有目标，其实进化没有目标。生物只是不断适应环境，所以不能说某种生物一定比另一种生物更高级。,进化是不是会朝着更高级的目标前进？,concept-level candidates only,yes,"yes, using exact controlled-pair API scores; do not substitute 810-item scores",千问_A_C14,0.20565883716115016,GLM_B_C14,0.07783856248420645,
constructed_controlled_contrast,difference,A03,3,B,Q11,author-constructed controlled contrast with an author-specified expected direction; no probability-sampling claim,all respondents saw all eight fixed-order pairs,concept_confirmed_unique_810_item_unresolved,high_for_concept_only_low_for_unique_item,,,A03_B,,,,Biology,C14,进化没有预设目标,很多人以为进化像一条通向“更高级生物”的路线。这个想法的问题在于把结果误认为目的。自然选择不会提前设定方向，只是某些可遗传变异在特定环境中让个体留下更多后代，于是这些变异在群体中变得更常见。,进化是不是会朝着更高级的目标前进？,misconception repair depth,"constructed misconception repair depth contrast; expected quality=B, expected riskier=A",很多人以为进化像一条通向“更高级生物”的路线。这个想法的问题在于把结果误认为目的。自然选择不会提前设定方向，只是某些可遗传变异在特定环境中让个体留下更多后代，于是这些变异在群体中变得更常见。,进化是不是会朝着更高级的目标前进？,concept-level candidates only,yes,"yes, using exact controlled-pair API scores; do not substitute 810-item scores",千问_A_C14,0.13634327003040475,claude_A_C14,0.03030295572720601,
constructed_controlled_contrast,difference,A04,4,A,Q14,author-constructed controlled contrast with an author-specified expected direction; no probability-sampling claim,all respondents saw all eight fixed-order pairs,concept_confirmed_unique_810_item_unresolved,high_for_concept_only_low_for_unique_item,,,A04_A,,,,Biology,C18,光合作用与细胞呼吸,植物白天进行光合作用，晚上进行呼吸作用。白天它们制造氧气，晚上它们吸收氧气，所以这两个过程可以看成白天和夜晚的分工。,植物白天是不是只进行光合作用，晚上才进行细胞呼吸？,mechanism and boundary,"constructed mechanism and boundary contrast; expected quality=B, expected riskier=A",植物白天进行光合作用，晚上进行呼吸作用。白天它们制造氧气，晚上它们吸收氧气，所以这两个过程可以看成白天和夜晚的分工。,植物白天是不是只进行光合作用，晚上才进行细胞呼吸？,concept-level candidates only,yes,"yes, using exact controlled-pair API scores; do not substitute 810-item scores",GPT_A_C18,0.2913659355870222,mimo_C_C18,0.031658748183764074,
constructed_controlled_contrast,difference,A04,4,B,Q14,author-constructed controlled contrast with an author-specified expected direction; no probability-sampling claim,all respondents saw all eight fixed-order pairs,concept_confirmed_unique_810_item_unresolved,high_for_concept_only_low_for_unique_item,,,A04_B,,,,Biology,C18,光合作用与细胞呼吸,植物在有光时可以进行光合作用，但细胞呼吸几乎一直发生。光合作用和细胞呼吸不是简单的白天/夜晚开关关系：前者把光能转化为有机物中的化学能，后者分解有机物释放能量供细胞使用。,植物白天是不是只进行光合作用，晚上才进行细胞呼吸？,mechanism and boundary,"constructed mechanism and boundary contrast; expected quality=B, expected riskier=A",植物在有光时可以进行光合作用，但细胞呼吸几乎一直发生。光合作用和细胞呼吸不是简单的白天/夜晚开关关系：前者把光能转化为有机物中的化学能，后者分解有机物释放能量供细胞使用。,植物白天是不是只进行光合作用，晚上才进行细胞呼吸？,concept-level candidates only,yes,"yes, using exact controlled-pair API scores; do not substitute 810-item scores",豆包_A_C18,0.4129443769388107,Gemini_A_C18,0.03802542687171828,
constructed_controlled_contrast,difference,A05,5,A,Q17,author-constructed controlled contrast with an author-specified expected direction; no probability-sampling claim,all respondents saw all eight fixed-order pairs,concept_confirmed_unique_810_item_unresolved,high_for_concept_only_low_for_unique_item,,,A05_A,,,,Geoscience,C20,地质时间,如果把地球历史压缩成一天，人类出现只在最后几秒。这个比喻能帮助我们感受地质时间的巨大尺度，但它只是比例类比，不能说明所有地质过程都匀速发生，也不能替代对具体事件和证据的解释。,把地球历史压缩成一天，这个比喻能不能说明地质时间？,analogy boundary,"constructed analogy boundary contrast; expected quality=A, expected riskier=B",如果把地球历史压缩成一天，人类出现只在最后几秒。这个比喻能帮助我们感受地质时间的巨大尺度，但它只是比例类比，不能说明所有地质过程都匀速发生，也不能替代对具体事件和证据的解释。,把地球历史压缩成一天，这个比喻能不能说明地质时间？,concept-level candidates only,yes,"yes, using exact controlled-pair API scores; do not substitute 810-item scores",千问_B_C20,0.3092493214445518,claude_B_C20,0.15621882079870797,
