item_id,domain,concept,task_type,generated_text
ri_4af4bc1a7937f4ee4350,Biology,进化没有预设目标,B,"{""concept"":""进化没有预设目标"",""id"":""C14"",""scene"":""深洞里的鱼退化了眼睛，省下能量求生。在黑暗中，失去视力反而是赢家。"",""tags"":[""进化无向"",""适应即胜"",""非必然""],""title"":""黑暗中的盲鱼"",""warning"":""进化论不代表从低级到高级的必然进步。""}"
ri_bdd239eb95fa893aea08,Chemistry,溶液浓度与稀释,C,"{""answer"":""B"",""concept"":""溶液浓度与稀释"",""explain"":""稀释只增加溶剂，溶质（糖）的量保持不变。"",""id"":""C12"",""options"":{""A"":""糖分分解"",""B"":""糖分不变"",""C"":""糖分变少"",""D"":""糖分消失""},""question"":""果汁加水稀释，糖分变少了吗？""}"
ri_0dcd5f70f546e4fac128,Chemistry,化学键,B,"{""concept"":""化学键"",""id"":""C11"",""scene"":""小琪看模型，原子靠化学键结合成分子不会随意分开。"",""tags"":[""化学键"",""原子"",""分子""],""title"":""分子的连接"",""warning"":""误以为化学键是物理连接。""}"
ri_54048173a9a69900118d,Biology,能量流动与物质循环,B,"{""concept"":""能量流动与物质循环"",""id"":""C17"",""scene"":""森林里，阳光能量逐级散失，但碳元素在生物间循环往复。"",""tags"":[""能量"",""物质"",""循环""],""title"":""单向与环"",""warning"":""能量不能循环，只会逐级递减。""}"
ri_2f90bc2315f80cb94a9e,Chemistry,相变,C,"{""answer"":""D"",""concept"":""相变"",""explain"":""相变不改变微粒本身，固态下的分子仍在微弱振动。"",""id"":""C09"",""options"":{""A"":""分子完全静止不动了"",""B"":""分子变大了，所以冰块膨胀"",""C"":""分子变成了新的物质"",""D"":""分子仍在振动，但排列改变""},""question"":""水结成冰块后，内部的水分子发生了什么变化？""}"
ri_f84728d0fc47f13799ec,Physics,牛顿第三定律,A,"{""concept"":""牛顿第三定律"",""correction"":""两力大小始终相等，作用对象不同。"",""id"":""C03"",""misconception"":""作用力比反作用力大"",""text"":""作用力与反作用力大小相等、方向相反，作用在不同物体上。""}"
ri_3408ed56407d0fe2db38,Geoscience,岩石循环,B,"{""concept"":""岩石循环"",""id"":""C21"",""scene"":""小磊捡到花岗岩，老师说它祖先可能是海底泥沙或火山熔岩。"",""tags"":[""岩石循环"",""三大类"",""转化""],""title"":""石头变形记"",""warning"":""任何岩石都能转变为另一类岩石。""}"
ri_d74543b73fa5c1291425,Physics,净力与加速度,C,"{""answer"":""A"",""concept"":""净力与加速度"",""explain"":""净力与速度同向时，物体产生正向加速度。"",""id"":""C02"",""options"":{""A"":""受同向净力"",""B"":""受反向净力"",""C"":""不受力"",""D"":""受力平衡""},""question"":""物体速度变快，原因是？""}"
ri_74c4ea628ba527dfcd17,Chemistry,物质微粒观,B,"{""concept"":""物质微粒观"",""id"":""C08"",""scene"":""小丽将墨水滴入水中扩散，才理解物质由不断运动的微粒组成。"",""tags"":[""分子"",""原子"",""微粒""],""title"":""看不见的水"",""warning"":""肉眼看不见不代表微粒不存在。""}"
ri_b1450c76b85cfaf7d3a1,Climate/Environment,海洋垃圾与塑料污染,A,"{""concept"":""海洋垃圾与塑料污染"",""correction"":""塑料在海洋中累积形成垃圾带，无法自然稀释。"",""id"":""C29"",""misconception"":""海洋很大，能稀释所有塑料垃圾"",""text"":""塑料难以降解，破坏海洋生态和食物链。""}"
ri_cfd23c6f8d79e8e6aa2b,Physics,圆周运动,C,"{""answer"":""B"",""concept"":""圆周运动"",""explain"":""身体的惯性倾向直线运动，被转盘带动才觉外甩。"",""id"":""C05"",""options"":{""A"":""离心力把你外拉"",""B"":""身体保持原运动方向"",""C"":""转盘在收缩"",""D"":""空气往外推""},""question"":""游乐场转盘上感到被向外甩，这是怎么回事？""}"
ri_d64f00a7aa977ceb53d9,Climate/Environment,自然变率与人为影响,A,"{""concept"":""自然变率与人为影响"",""correction"":""自然变率存在，但不能解释近现代快速变暖。"",""id"":""C30"",""misconception"":""气候变化全是自然周期"",""text"":""气候有自然波动，但当前变暖主要受人为排放影响。""}"
ri_6c1b1abe7ccbe95ba58c,Geoscience,岩石循环,A,"{""concept"":""岩石循环"",""correction"":""三大类岩石可随温度、压力等条件改变而相互转化。"",""id"":""C21"",""misconception"":""岩石一旦形成就永远不变"",""text"":""岩浆岩、沉积岩和变质岩在特定条件下可相互转化。""}"
ri_cddf9401ef0de588c528,Physics,惯性,B,"{""concept"":""惯性"",""id"":""C01"",""scene"":""公交急刹，小林身体前倾，才发现身体会保持原来的运动。"",""tags"":[""惯性"",""运动状态"",""净力""],""title"":""公交急刹"",""warning"":""别把惯性误解成一种力。""}"
ri_70d14669df20187ea5d8,Chemistry,化学键,C,"{""answer"":""A"",""concept"":""化学键"",""explain"":""化学键是电磁相互作用，没有实体连接。"",""id"":""C11"",""options"":{""A"":""原子间电磁作用"",""B"":""原子间有实体绳"",""C"":""只有离子化合物有"",""D"":""化学键可随意断开""},""question"":""关于化学键，正确的描述是？""}"
ri_8d60f5e997f685ac5c50,Climate/Environment,自然变率与人为影响,B,"{""concept"":""自然变率与人为影响"",""id"":""C30"",""scene"":""小秦分析数据，近百年变暖主要由人类燃烧化石燃料导致。"",""tags"":[""变暖"",""人为"",""主因""],""title"":""变暖主因"",""warning"":""近百年变暖主要由人类导致。""}"
ri_2d3a8f452e48d6012185,Geoscience,地震成因,A,"{""concept"":""地震成因"",""correction"":""断层突然滑动释放长期积累的应力。"",""id"":""C22"",""misconception"":""地震是地下爆炸"",""text"":""板块运动积累应力，突然释放导致地震。""}"
ri_c962f7ad42fb1b555c4d,Geoscience,地震成因,C,"{""answer"":""A"",""concept"":""地震成因"",""explain"":""板块运动挤压，能量释放引发地震。"",""id"":""C22"",""options"":{""A"":""板块挤压释放能量"",""B"":""地下核反应"",""C"":""太阳引力"",""D"":""地下水冲击""},""question"":""地震主要因？""}"
ri_5d044e89e278993bb952,Chemistry,相变,A,"{""concept"":""相变"",""correction"":""相变过程中温度保持不变，吸收或释放的是潜热。"",""id"":""C09"",""misconception"":""相变时温度一直升高"",""text"":""相变是物质在固、液、气等状态之间的转变过程。""}"
ri_c5bc8425bfead0efbc52,Climate/Environment,全球变暖与气候变化,A,"{""concept"":""全球变暖与气候变化"",""correction"":""全球变暖增加极端天气频率，部分地区冬季可能更严寒。"",""id"":""C27"",""misconception"":""全球变暖意味着冬天不冷了"",""text"":""全球变暖指地球平均气温长期上升趋势，是气候变化的一部分。""}"
ri_66398c10b7c0fb8a0671,Climate/Environment,海洋垃圾与塑料污染,B,"{""concept"":""海洋垃圾与塑料污染"",""id"":""C29"",""scene"":""海边，小川看到塑料瓶，想起老师说它几百年都不会真消失。"",""tags"":[""塑料"",""降解缓慢"",""微粒""],""title"":""永远的垃圾"",""warning"":""塑料在海洋中分解极慢，只变成微粒。""}"
ri_427a60422550f0ea8403,Biology,进化没有预设目标,C,"{""answer"":""C"",""concept"":""进化没有预设目标"",""explain"":""进化没有预设方向和终点，只是基因频率随时间变化。"",""id"":""C14"",""options"":{""A"":""进化有从低级到高级的方向"",""B"":""人类是进化的最终目标"",""C"":""进化是基因频率的变化，无预设方向"",""D"":""所有物种都在朝同一方向进化""},""question"":""关于生物进化，下列说法正确的是？""}"
ri_a963f040f282db5aa5af,Physics,牛顿第三定律,C,"{""answer"":""C"",""concept"":""牛顿第三定律"",""explain"":""作用力与反作用力始终等大反向。"",""id"":""C03"",""options"":{""A"":""马拉车的力更大"",""B"":""车拉马的力更大"",""C"":""两者始终大小相等"",""D"":""车动则马拉力大""},""question"":""马拉车前进，马拉车的力与车拉马的力大小关系是？""}"
ri_f4a15b40373179d6aa1c,Chemistry,化学反应与物理变化,C,"{""answer"":""B"",""concept"":""化学反应与物理变化"",""explain"":""判断标准是有无新物质生成，发光发热未必是。"",""id"":""C10"",""options"":{""A"":""属于，因为有发光发热"",""B"":""不属于，无新物质生成"",""C"":""属于，电能转化为光能"",""D"":""不属于，温度不够高""},""question"":""电灯通电发光发热，属于化学变化吗？""}"
ri_ac72b4302ca379cdc971,Biology,遗传信息与性状,B,"{""concept"":""遗传信息与性状"",""id"":""C16"",""scene"":""小磊发现眼睛颜色受多个基因共同影响，不是单一基因决定。"",""tags"":[""基因"",""性状"",""遗传""],""title"":""基因拼图"",""warning"":""一个基因不一定只决定一个性状。""}"
ri_775f18565e58a1f1f444,Climate/Environment,温室效应,A,"{""concept"":""温室效应"",""correction"":""适度温室效应有益，过度则引发气候问题。"",""id"":""C25"",""misconception"":""温室效应都是有害的"",""text"":""温室效应是大气截留热量，使地球表面维持适宜温度。""}"
ri_d8f5d2e690b3762c2960,Geoscience,板块构造,C,"{""answer"":""B"",""concept"":""板块构造"",""explain"":""地球岩石圈板块在软流层上缓慢移动。"",""id"":""C19"",""options"":{""A"":""传说"",""B"":""板块在软流层移动"",""C"":""海洋流动"",""D"":""风力推动""},""question"":""大陆漂移是因为？""}"
ri_ce90cf5a33701f6b5433,Climate/Environment,天气与气候,B,"{""concept"":""天气与气候"",""id"":""C26"",""scene"":""五月天突然下雪，老李直呼变暖是骗局。气象员解释，一天的冷代表不了气候。"",""tags"":[""短期天气"",""长期气候"",""平均状态""],""title"":""五月的飞雪"",""warning"":""单日天气的剧烈波动不能否定长期的气候趋势。""}"
ri_65948e20b0563983fb54,Chemistry,化学反应与物理变化,B,"{""concept"":""化学反应与物理变化"",""id"":""C10"",""scene"":""美术课剪纸只是变形，实验中烧纸却生成新物质。"",""tags"":[""化学"",""物理"",""新物质""],""title"":""剪纸燃纸"",""warning"":""形状改变不一定是化学反应。""}"
ri_2e937922f389c31a2390,Physics,抛体运动,B,"{""concept"":""抛体运动"",""id"":""C04"",""scene"":""小刚扔皮球，皮球虽受重力，水平方向仍保持匀速运动。"",""tags"":[""抛体"",""重力"",""匀速""],""title"":""抛出的皮球"",""warning"":""误以为抛体水平方向会减速。""}"
ri_33a112b16858f57c2e0b,Climate/Environment,温室效应,C,"{""answer"":""A"",""concept"":""温室效应"",""explain"":""自然温室效应必要，过强才会带来风险。"",""id"":""C25"",""options"":{""A"":""维持适宜温度"",""B"":""完全没有好处"",""C"":""只会制造污染"",""D"":""让阳光消失""},""question"":""自然温室效应对地球有什么作用？""}"
ri_dfb51f70baaf1f492fbf,Chemistry,相变,A,"{""concept"":""相变"",""correction"":""相变过程中温度保持不变，吸收或释放的是潜热。"",""id"":""C09"",""misconception"":""相变时温度一直升高"",""text"":""相变是物质在固、液、气等状态之间的转变过程。""}"
ri_1ccfbd12722b50838fe5,Physics,圆周运动,C,"{""answer"":""B"",""concept"":""圆周运动"",""explain"":""身体的惯性倾向直线运动，被转盘带动才觉外甩。"",""id"":""C05"",""options"":{""A"":""离心力把你外拉"",""B"":""身体保持原运动方向"",""C"":""转盘在收缩"",""D"":""空气往外推""},""question"":""游乐场转盘上感到被向外甩，这是怎么回事？""}"
ri_1f05d5f19f9c75667665,Climate/Environment,温室效应,B,"{""concept"":""温室效应"",""id"":""C25"",""scene"":""冬天夜晚，小丽盖棉被保暖，老师比喻温室气体类似原理。"",""tags"":[""温室"",""气体"",""辐射""],""title"":""大气棉被"",""warning"":""温室效应本身无害，过量才危险。""}"
ri_62262e3e65ed8cf89c67,Biology,能量流动与物质循环,C,"{""answer"":""B"",""concept"":""能量流动与物质循环"",""explain"":""能量逐级递减不可循环，物质可在生态系统中循环。"",""id"":""C17"",""options"":{""A"":""都可以循环利用"",""B"":""能量单向流动，物质可循环"",""C"":""能量循环，物质单向流动"",""D"":""都是单向流动不可循环""},""question"":""生态系统中，能量和物质的流动方式分别是？""}"
ri_1b8c3e0034d5b329e9f2,Chemistry,溶液浓度与稀释,C,"{""answer"":""B"",""concept"":""溶液浓度与稀释"",""explain"":""稀释只增加溶剂，溶质（糖）的量保持不变。"",""id"":""C12"",""options"":{""A"":""糖分分解"",""B"":""糖分不变"",""C"":""糖分变少"",""D"":""糖分消失""},""question"":""果汁加水稀释，糖分变少了吗？""}"
ri_42f49ea5678cd904fa0e,Geoscience,地震成因,C,"{""answer"":""A"",""concept"":""地震成因"",""explain"":""板块运动挤压，能量释放引发地震。"",""id"":""C22"",""options"":{""A"":""板块挤压释放能量"",""B"":""地下核反应"",""C"":""太阳引力"",""D"":""地下水冲击""},""question"":""地震主要因？""}"
ri_5c81dfddd3f935ca14c1,Biology,能量流动与物质循环,A,"{""concept"":""能量流动与物质循环"",""correction"":""能量流动是单向的，物质才是循环的。"",""id"":""C17"",""misconception"":""能量在食物链中循环使用"",""text"":""能量单向流动，物质在生态系统中循环。""}"
ri_60582b8fc296f39d5f04,Climate/Environment,自然变率与人为影响,B,"{""concept"":""自然变率与人为影响"",""id"":""C30"",""scene"":""小秦分析数据，近百年变暖主要由人类燃烧化石燃料导致。"",""tags"":[""变暖"",""人为"",""主因""],""title"":""变暖主因"",""warning"":""近百年变暖主要由人类导致。""}"
ri_8fbbcc9f2517715272ca,Climate/Environment,海洋垃圾与塑料污染,B,"{""concept"":""海洋垃圾与塑料污染"",""id"":""C29"",""scene"":""海边，小川看到塑料瓶，想起老师说它几百年都不会真消失。"",""tags"":[""塑料"",""降解缓慢"",""微粒""],""title"":""永远的垃圾"",""warning"":""塑料在海洋中分解极慢，只变成微粒。""}"
ri_5f8c7f95723513900e5d,Climate/Environment,温室效应,A,"{""concept"":""温室效应"",""correction"":""适度温室效应有益，过度则引发气候问题。"",""id"":""C25"",""misconception"":""温室效应都是有害的"",""text"":""温室效应是大气截留热量，使地球表面维持适宜温度。""}"
ri_37998b2e8819e95835a1,Chemistry,质量守恒,A,"{""concept"":""质量守恒"",""correction"":""气体也是物质，若不逸出，总质量仍守恒。"",""id"":""C07"",""misconception"":""气体生成会让质量消失"",""text"":""封闭系统中，化学反应前后总质量不变。""}"
ri_2ac41a84070ca78b12c5,Climate/Environment,全球变暖与气候变化,C,"{""answer"":""A"",""concept"":""全球变暖与气候变化"",""explain"":""气候变化还包括极端天气、生态改变等。"",""id"":""C27"",""options"":{""A"":""仅全球变暖而已"",""B"":""极端事件频发"",""C"":""降水格局改变"",""D"":""生态系统改变""},""question"":""下列哪项不是气候变化的完整理解？""}"
ri_afd45b47495218dbcd97,Biology,随机变异与非随机选择,C,"{""answer"":""A"",""concept"":""随机变异与非随机选择"",""explain"":""变异可随机出现，选择由环境决定。"",""id"":""C15"",""options"":{""A"":""环境筛选已有变异"",""B"":""细菌想抗药就变"",""C"":""药物教会细菌"",""D"":""所有变异都保留""},""question"":""抗药细菌增多，较合理的解释是？""}"
ri_387d5492237e13ae049f,Geoscience,地震成因,A,"{""concept"":""地震成因"",""correction"":""断层突然滑动释放长期积累的应力。"",""id"":""C22"",""misconception"":""地震是地下爆炸"",""text"":""板块运动积累应力，突然释放导致地震。""}"
ri_fdbf2e471bdabfd803c5,Climate/Environment,全球变暖与气候变化,C,"{""answer"":""A"",""concept"":""全球变暖与气候变化"",""explain"":""气候变化还包括极端天气、生态改变等。"",""id"":""C27"",""options"":{""A"":""仅全球变暖而已"",""B"":""极端事件频发"",""C"":""降水格局改变"",""D"":""生态系统改变""},""question"":""下列哪项不是气候变化的完整理解？""}"
ri_953aaab476b04796b185,Biology,自然选择,C,"{""answer"":""A"",""concept"":""自然选择"",""explain"":""自然选择保留有利性状，逐代积累进化。"",""id"":""C13"",""options"":{""A"":""适者生存，脖子长易觅食"",""B"":""主动变长"",""C"":""天生都长"",""D"":""基因突变突然变长""},""question"":""长颈鹿脖子长，因？""}"
ri_65f9752998663b5172fa,Climate/Environment,全球变暖与气候变化,B,"{""concept"":""全球变暖与气候变化"",""id"":""C27"",""scene"":""地球像台失控空调，不仅升温，更导致极端暴雨和极寒频发。"",""tags"":[""全球变暖"",""极端天气"",""气候异常""],""title"":""失控的空调"",""warning"":""变暖不是哪里都热，而是极端天气频率增加。""}"
ri_c59986ce0c2be0c9c64d,Biology,进化没有预设目标,B,"{""concept"":""进化没有预设目标"",""id"":""C14"",""scene"":""深洞里的鱼退化了眼睛，省下能量求生。在黑暗中，失去视力反而是赢家。"",""tags"":[""进化无向"",""适应即胜"",""非必然""],""title"":""黑暗中的盲鱼"",""warning"":""进化论不代表从低级到高级的必然进步。""}"
ri_a17435dc62c31c479684,Geoscience,地球内部结构,A,"{""concept"":""地球内部结构"",""correction"":""地幔绝大部分是固态岩石，只有外地核是液态，内地核也是固态。"",""id"":""C24"",""misconception"":""地球内部全都是液态的岩浆。"",""text"":""地球内部从外到内分为地壳、地幔和地核，温度和压力随深度逐渐增加。""}"
ri_ed13db91f40ef82d463d,Physics,牛顿第三定律,A,"{""concept"":""牛顿第三定律"",""correction"":""两力大小始终相等，作用对象不同。"",""id"":""C03"",""misconception"":""作用力比反作用力大"",""text"":""作用力与反作用力大小相等、方向相反，作用在不同物体上。""}"
ri_6947e1a45e3bd0452555,Biology,光合作用与细胞呼吸,A,"{""concept"":""光合作用与细胞呼吸"",""correction"":""植物昼夜都进行呼吸作用，消耗O₂释放CO₂。"",""id"":""C18"",""misconception"":""植物白天只进行光合作用"",""text"":""光合作用吸收CO₂释放O₂，细胞呼吸则相反，都涉及能量转换。""}"
ri_fd084a385e945593f6d6,Physics,圆周运动,B,"{""concept"":""圆周运动"",""id"":""C05"",""scene"":""洗衣机甩干时，衣服在桶内转圈，向心力不断改变速度方向。"",""tags"":[""圆周运动"",""向心力"",""变速""],""title"":""甩干桶的秘密"",""warning"":""匀速圆周运动并非真正匀速，方向一直在变。""}"
ri_7dd26b8311f5150f4018,Geoscience,岩石循环,C,"{""answer"":""C"",""concept"":""岩石循环"",""explain"":""岩浆岩、沉积岩、变质岩通过地质作用循环转化。"",""id"":""C21"",""options"":{""A"":""岩石形成后永久不变"",""B"":""只有沉积岩会发生变化"",""C"":""三类岩石在地质过程中可互相转化"",""D"":""岩石只能越变越硬""},""question"":""关于岩石，下列说法正确的是？""}"
ri_9211813bc0901927d1be,Biology,遗传信息与性状,C,"{""answer"":""B"",""concept"":""遗传信息与性状"",""explain"":""性状是基因与环境共同作用的结果。"",""id"":""C16"",""options"":{""A"":""一定相同"",""B"":""不一定，环境影响"",""C"":""基因决定一切"",""D"":""环境决定一切""},""question"":""双胞胎基因相同，性状一定相同吗？""}"
ri_2d774a417044c1433402,Chemistry,物质微粒观,C,"{""answer"":""A"",""concept"":""物质微粒观"",""explain"":""物质状态变化，分子本身不变，仅间距改变。"",""id"":""C08"",""options"":{""A"":""分子间距变大"",""B"":""分子体积变大"",""C"":""分子数量变多"",""D"":""分子变成气体""},""question"":""水蒸发后体积变大，因？""}"
ri_3580038a1a961d2d806f,Biology,遗传信息与性状,B,"{""concept"":""遗传信息与性状"",""id"":""C16"",""scene"":""小磊发现眼睛颜色受多个基因共同影响，不是单一基因决定。"",""tags"":[""基因"",""性状"",""遗传""],""title"":""基因拼图"",""warning"":""一个基因不一定只决定一个性状。""}"
ri_be4f15000edf904b23eb,Physics,牛顿第三定律,B,"{""concept"":""牛顿第三定律"",""id"":""C03"",""scene"":""小明和小华对拳，两人同时感到疼痛，力始终相互存在。"",""tags"":[""作用力"",""反作用力"",""相互""],""title"":""对拳之谜"",""warning"":""作用力与反作用力不能互相抵消。""}"
ri_e728a8c62a9ba42491b3,Chemistry,物质微粒观,B,"{""concept"":""物质微粒观"",""id"":""C08"",""scene"":""小丽将墨水滴入水中扩散，才理解物质由不断运动的微粒组成。"",""tags"":[""分子"",""原子"",""微粒""],""title"":""看不见的水"",""warning"":""肉眼看不见不代表微粒不存在。""}"
ri_2cbf4a120e6dfdfa786b,Climate/Environment,二氧化碳的气候作用,A,"{""concept"":""二氧化碳的气候作用"",""correction"":""CO₂是植物光合所需，但浓度过高会加剧气候变暖。"",""id"":""C28"",""misconception"":""CO₂是污染物，对植物有害"",""text"":""CO₂是主要的人为温室气体，大量排放增强温室效应，导致气候变暖。""}"
ri_bf1d16c0db094998ec15,Geoscience,地质时间,C,"{""answer"":""B"",""concept"":""地质时间"",""explain"":""通过放射性同位素测年等方法证实地球年龄约46亿年。"",""id"":""C20"",""options"":{""A"":""约六千年"",""B"":""约四十六亿年"",""C"":""约四十六万年"",""D"":""约一亿年""},""question"":""地球的年龄大约是多少？""}"
ri_61f0c6f5fd076ee8e729,Climate/Environment,自然变率与人为影响,B,"{""concept"":""自然变率与人为影响"",""id"":""C30"",""scene"":""小秦分析数据，近百年变暖主要由人类燃烧化石燃料导致。"",""tags"":[""变暖"",""人为"",""主因""],""title"":""变暖主因"",""warning"":""近百年变暖主要由人类导致。""}"
ri_3bc0310f28f5f63dec61,Physics,牛顿第三定律,A,"{""concept"":""牛顿第三定律"",""correction"":""两力大小始终相等，作用对象不同。"",""id"":""C03"",""misconception"":""作用力比反作用力大"",""text"":""作用力与反作用力大小相等、方向相反，作用在不同物体上。""}"
ri_122c898136e2e52049ba,Chemistry,相变,B,"{""concept"":""相变"",""id"":""C09"",""scene"":""水沸腾时温度计读数不变，小王惊了，热量全用来挣脱束缚。"",""tags"":[""相变"",""熔化"",""沸点""],""title"":""烧水的停滞"",""warning"":""晶体熔化或沸腾时，吸热但温度不会升高。""}"
ri_241b19bbf17736cdf12a,Geoscience,火山与板块边界,A,"{""concept"":""火山与板块边界"",""correction"":""火山集中在板块边界，因板块活动易形成。"",""id"":""C23"",""misconception"":""火山随机分布无规律"",""text"":""火山多分布在板块边界，岩浆从地壳薄弱处喷出形成。""}"
ri_fb250bacb43b39b5f794,Geoscience,岩石循环,B,"{""concept"":""岩石循环"",""id"":""C21"",""scene"":""小磊捡到花岗岩，老师说它祖先可能是海底泥沙或火山熔岩。"",""tags"":[""岩石循环"",""三大类"",""转化""],""title"":""石头变形记"",""warning"":""任何岩石都能转变为另一类岩石。""}"
ri_49711bfc2fb3b2c288ee,Physics,抛体运动,B,"{""concept"":""抛体运动"",""id"":""C04"",""scene"":""小刚扔皮球，皮球虽受重力，水平方向仍保持匀速运动。"",""tags"":[""抛体"",""重力"",""匀速""],""title"":""抛出的皮球"",""warning"":""误以为抛体水平方向会减速。""}"
ri_fc996c8a4fec0f260e9a,Biology,随机变异与非随机选择,C,"{""answer"":""A"",""concept"":""随机变异与非随机选择"",""explain"":""变异可随机出现，选择由环境决定。"",""id"":""C15"",""options"":{""A"":""环境筛选已有变异"",""B"":""细菌想抗药就变"",""C"":""药物教会细菌"",""D"":""所有变异都保留""},""question"":""抗药细菌增多，较合理的解释是？""}"
ri_6954a66dc0ed88a57723,Physics,牛顿第三定律,C,"{""answer"":""C"",""concept"":""牛顿第三定律"",""explain"":""作用力与反作用力始终等大反向。"",""id"":""C03"",""options"":{""A"":""马拉车的力更大"",""B"":""车拉马的力更大"",""C"":""两者始终大小相等"",""D"":""车动则马拉力大""},""question"":""马拉车前进，马拉车的力与车拉马的力大小关系是？""}"
ri_58394ab9a4f0a0e44dcf,Chemistry,质量守恒,B,"{""concept"":""质量守恒"",""id"":""C07"",""scene"":""小芳点燃蜡烛，蜡油变少，但总质量其实一点没变。"",""tags"":[""质量"",""守恒"",""燃烧""],""title"":""蜡烛燃烧"",""warning"":""燃烧产物质量等于反应物。""}"
ri_f1cd8090684f30a26139,Climate/Environment,温室效应,B,"{""concept"":""温室效应"",""id"":""C25"",""scene"":""冬天夜晚，小丽盖棉被保暖，老师比喻温室气体类似原理。"",""tags"":[""温室"",""气体"",""辐射""],""title"":""大气棉被"",""warning"":""温室效应本身无害，过量才危险。""}"
ri_fd74141c69ef6dba30a8,Chemistry,质量守恒,C,"{""answer"":""C"",""concept"":""质量守恒"",""explain"":""燃烧生成的气体散到空气中，总质量仍守恒。"",""id"":""C07"",""options"":{""A"":""物质消失了"",""B"":""变成能量消失"",""C"":""部分变成气体散逸"",""D"":""只剩灰的质量""},""question"":""纸张烧完，灰比原纸轻很多，物质去哪了？""}"
ri_118e50666269e5d5b8c1,Climate/Environment,温室效应,C,"{""answer"":""A"",""concept"":""温室效应"",""explain"":""自然温室效应必要，过强才会带来风险。"",""id"":""C25"",""options"":{""A"":""维持适宜温度"",""B"":""完全没有好处"",""C"":""只会制造污染"",""D"":""让阳光消失""},""question"":""自然温室效应对地球有什么作用？""}"
