panel,plot_role,wave,wave_label,effect_family,effect_level,effect_label,sensitivity_family,sensitivity_family_label,scenario,detail,slope,lower,upper,interval_type,formal_p_or_q,descriptive_hc3_p,multiplicity_method,formal_significant,practically_material_abs_ge_0_20,original_inference_role,is_primary_scenario,n_rows,n_stimuli,scenarios_in_family,formal_quick,formal_bootstrap,formal_first_permutations,formal_second_exact_permutations,source_file
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-judge-out,Drop judge,exclude::GPT-5.5 Thinking,eight-judge equivalent-stimulus mean,0.2163688171942445,0.1401540383829486,0.2925835960055404,descriptive HC3 interval; not plotted and not significance encoded,,2.6334158324680064e-08,none; descriptive only,False,True,descriptive_HC3_only,False,1068.0,178.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-judge-out,Drop judge,exclude::GPT-5.5 Thinking,eight-judge equivalent-stimulus mean,0.5987022020753365,0.4244315465100662,0.7729728576406069,descriptive HC3 interval; not plotted and not significance encoded,,1.657388707467557e-11,none; descriptive only,False,True,descriptive_HC3_only,False,180.0,30.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-judge-out,Drop judge,exclude::Gemini 3.1 Pro,eight-judge equivalent-stimulus mean,0.2128874130479685,0.1362341140941867,0.2895407120017502,descriptive HC3 interval; not plotted and not significance encoded,,5.228421255098153e-08,none; descriptive only,False,True,descriptive_HC3_only,False,1068.0,178.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-judge-out,Drop judge,exclude::Gemini 3.1 Pro,eight-judge equivalent-stimulus mean,0.6227963764375928,0.4504061006579535,0.7951866522172321,descriptive HC3 interval; not plotted and not significance encoded,,1.4334021216570945e-12,none; descriptive only,False,True,descriptive_HC3_only,False,180.0,30.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-judge-out,Drop judge,exclude::Kimi K2.6 Thinking,eight-judge equivalent-stimulus mean,0.2317173196870382,0.1513518557901767,0.3120827835838997,descriptive HC3 interval; not plotted and not significance encoded,,1.5937435725514658e-08,none; descriptive only,False,True,descriptive_HC3_only,False,1068.0,178.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-judge-out,Drop judge,exclude::Kimi K2.6 Thinking,eight-judge equivalent-stimulus mean,0.6141338644526484,0.4427312609247215,0.7855364679805753,descriptive HC3 interval; not plotted and not significance encoded,,2.1788319021295682e-12,none; descriptive only,False,True,descriptive_HC3_only,False,180.0,30.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-judge-out,Drop judge,exclude::Mimo v2.5 Pro,eight-judge equivalent-stimulus mean,0.2305165498091448,0.1495911078261858,0.3114419917921039,descriptive HC3 interval; not plotted and not significance encoded,,2.3644855787574723e-08,none; descriptive only,False,True,descriptive_HC3_only,False,1068.0,178.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-judge-out,Drop judge,exclude::Mimo v2.5 Pro,eight-judge equivalent-stimulus mean,0.5834307446033056,0.3974756101708577,0.7693858790357534,descriptive HC3 interval; not plotted and not significance encoded,,7.780101689927825e-10,none; descriptive only,False,True,descriptive_HC3_only,False,180.0,30.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-judge-out,Drop judge,exclude::Qwen3.5 Thinking,eight-judge equivalent-stimulus mean,0.2308730329383352,0.1527952942308513,0.3089507716458191,descriptive HC3 interval; not plotted and not significance encoded,,6.810080048793402e-09,none; descriptive only,False,True,descriptive_HC3_only,False,1068.0,178.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-judge-out,Drop judge,exclude::Qwen3.5 Thinking,eight-judge equivalent-stimulus mean,0.6497500655738083,0.4719270883424362,0.8275730428051804,descriptive HC3 interval; not plotted and not significance encoded,,7.97745402672291e-13,none; descriptive only,False,True,descriptive_HC3_only,False,180.0,30.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-generator-out,Drop generator,exclude::Alibaba Qwen,generator omitted before stimulus-signature pooling,0.199346781832092,0.1335206146056465,0.2651729490585375,descriptive HC3 interval; not plotted and not significance encoded,,2.929161352749615e-09,none; descriptive only,False,False,descriptive_HC3_only,False,978.0,163.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-generator-out,Drop generator,exclude::Alibaba Qwen,generator omitted before stimulus-signature pooling,0.5436978444648217,0.3607320791343306,0.7266636097953129,descriptive HC3 interval; not plotted and not significance encoded,,5.73887301683365e-09,none; descriptive only,False,True,descriptive_HC3_only,False,162.0,27.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-generator-out,Drop generator,exclude::Anthropic Claude,generator omitted before stimulus-signature pooling,0.2474300573532722,0.1615172532961819,0.3333428614103626,descriptive HC3 interval; not plotted and not significance encoded,,1.6544718276147147e-08,none; descriptive only,False,True,descriptive_HC3_only,False,948.0,158.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-generator-out,Drop generator,exclude::Anthropic Claude,generator omitted before stimulus-signature pooling,0.6420389672944199,0.4632328143398239,0.8208451202490159,descriptive HC3 interval; not plotted and not significance encoded,,1.95523691363872e-12,none; descriptive only,False,True,descriptive_HC3_only,False,168.0,28.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-generator-out,Drop generator,exclude::ByteDance Doubao,generator omitted before stimulus-signature pooling,0.2376065282167141,0.1407741604884822,0.3344388959449461,descriptive HC3 interval; not plotted and not significance encoded,,1.5142586250941371e-06,none; descriptive only,False,True,descriptive_HC3_only,False,894.0,149.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-generator-out,Drop generator,exclude::ByteDance Doubao,generator omitted before stimulus-signature pooling,0.5708224262061112,0.376904850450011,0.7647400019622115,descriptive HC3 interval; not plotted and not significance encoded,,7.954615033472651e-09,none; descriptive only,False,True,descriptive_HC3_only,False,144.0,24.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-generator-out,Drop generator,exclude::DeepSeek,generator omitted before stimulus-signature pooling,0.2398184479718098,0.1579719201101144,0.3216649758335053,descriptive HC3 interval; not plotted and not significance encoded,,9.307476728668164e-09,none; descriptive only,False,True,descriptive_HC3_only,False,978.0,163.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-generator-out,Drop generator,exclude::DeepSeek,generator omitted before stimulus-signature pooling,0.6712123300290816,0.4909933368407365,0.8514313232174268,descriptive HC3 interval; not plotted and not significance encoded,,2.883219631785822e-13,none; descriptive only,False,True,descriptive_HC3_only,False,156.0,26.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-generator-out,Drop generator,exclude::Google Gemini,generator omitted before stimulus-signature pooling,0.2125518844276121,0.1238712188850195,0.3012325499702048,descriptive HC3 interval; not plotted and not significance encoded,,2.6312382816668133e-06,none; descriptive only,False,True,descriptive_HC3_only,False,894.0,149.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-generator-out,Drop generator,exclude::Google Gemini,generator omitted before stimulus-signature pooling,0.6219543907274536,0.4344821221933301,0.8094266592615771,descriptive HC3 interval; not plotted and not significance encoded,,7.908074399829738e-11,none; descriptive only,False,True,descriptive_HC3_only,False,156.0,26.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-generator-out,Drop generator,exclude::Mimo,generator omitted before stimulus-signature pooling,0.239401497143347,0.1570611506386198,0.3217418436480742,descriptive HC3 interval; not plotted and not significance encoded,,1.208502289045765e-08,none; descriptive only,False,True,descriptive_HC3_only,False,954.0,159.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-generator-out,Drop generator,exclude::Mimo,generator omitted before stimulus-signature pooling,0.6280484747077697,0.4407908720867991,0.8153060773287403,descriptive HC3 interval; not plotted and not significance encoded,,4.9120438616150497e-11,none; descriptive only,False,True,descriptive_HC3_only,False,168.0,28.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-generator-out,Drop generator,exclude::Moonshot Kimi,generator omitted before stimulus-signature pooling,0.2201765594728936,0.1360896477009192,0.3042634712448679,descriptive HC3 interval; not plotted and not significance encoded,,2.866053042483899e-07,none; descriptive only,False,True,descriptive_HC3_only,False,1014.0,169.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-generator-out,Drop generator,exclude::Moonshot Kimi,generator omitted before stimulus-signature pooling,0.6718985458043073,0.4554110825900177,0.8883860090185969,descriptive HC3 interval; not plotted and not significance encoded,,1.1794172787906768e-09,none; descriptive only,False,True,descriptive_HC3_only,False,156.0,26.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-generator-out,Drop generator,exclude::OpenAI GPT,generator omitted before stimulus-signature pooling,0.2506595037135527,0.1653999014867614,0.3359191059403439,descriptive HC3 interval; not plotted and not significance encoded,,8.302037772464646e-09,none; descriptive only,False,True,descriptive_HC3_only,False,978.0,163.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-generator-out,Drop generator,exclude::OpenAI GPT,generator omitted before stimulus-signature pooling,0.6481987633768657,0.4630361467306776,0.8333613800230537,descriptive HC3 interval; not plotted and not significance encoded,,6.826257525394483e-12,none; descriptive only,False,True,descriptive_HC3_only,False,174.0,29.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,首轮专家复核,Broad review,,,,leave-one-generator-out,Drop generator,exclude::Zhipu GLM,generator omitted before stimulus-signature pooling,0.2317091699093884,0.145734329690628,0.3176840101281488,descriptive HC3 interval; not plotted and not significance encoded,,1.27598570237194e-07,none; descriptive only,False,True,descriptive_HC3_only,False,924.0,154.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
B,prespecified sensitivity slope point,二次专家复核,Selected re-annotation,,,,leave-one-generator-out,Drop generator,exclude::Zhipu GLM,generator omitted before stimulus-signature pooling,0.7439787240937645,0.5679629848629004,0.9199944633246286,descriptive HC3 interval; not plotted and not significance encoded,,1.1878131133007736e-16,none; descriptive only,False,True,descriptive_HC3_only,False,162.0,27.0,,False,5000,10000,32768,analysis\alignment_sensitivity.csv
